,year,movie_title,awards_wins,awards_nominations,oscar_best_picture_won,oscar_best_director_won,oscar_best_actor_won,oscar_best_actress_won,oscar_best_supporting_actor_won,oscar_best_supporting_actress_won,oscar_best_adascreen_won,oscar_best_oriscreen_won
819,2010,The Twilight Saga: Eclipse,4,5,False,False,False,False,False,False,False,False
820,2013,Movie 43,0,0,False,False,False,False,False,False,False,False
821,2010,Never Let Me Go,0,1,False,False,False,False,False,False,False,False
822,2009,Guy and Madeline on a Park Bench,0,0,False,False,False,False,False,False,False,False
823,2010,In a Better World,1,1,False,False,False,False,False,False,False,False
824,2015,Terminator Genisys,0,0,False,False,False,False,False,False,False,False
825,2011,Tinker Tailor Soldier Spy,8,29,False,False,False,False,False,False,False,False
826,2013,The Great Gatsby,6,14,False,False,False,False,False,False,False,False
827,2012,Dredd,0,0,False,False,False,False,False,False,False,False
828,2012,The Dark Knight Rises,3,23,False,False,False,False,False,False,False,False
829,2013,Jack the Giant Slayer,0,0,False,False,False,False,False,False,False,False
830,2014,If I Stay,0,1,False,False,False,False,False,False,False,False
831,2016,Passengers,0,1,False,False,False,False,False,False,False,False
832,2015,Black Mass,2,6,False,False,False,False,False,False,False,False
833,2012,Cloud Atlas,3,13,False,False,False,False,False,False,False,False
834,2010,Inception,24,60,False,False,False,False,False,False,False,False
835,2010,Grown Ups,1,1,False,False,False,False,False,False,False,False
836,2009,Dogtooth,0,3,False,False,False,False,False,False,False,False
837,2010,The Other Guys,0,1,False,False,False,False,False,False,False,False
838,2016,Suicide Squad,1,4,False,False,False,False,False,False,False,False
839,2012,Total Recall,0,1,False,False,False,False,False,False,False,False
840,2011,We Bought a Zoo,0,0,False,False,False,False,False,False,False,False
841,2015,In the Heart of the Sea,0,0,False,False,False,False,False,False,False,False
842,2012,The Hunger Games,7,13,False,False,False,False,False,False,False,False
843,2015,Mad Max: Fury Road,44,73,False,False,False,False,False,False,False,False
844,2013,Prisoners,1,4,False,False,False,False,False,False,False,False
845,2012,Journey 2: The Mysterious Island,0,0,False,False,False,False,False,False,False,False
846,2015,Straight Outta Compton,1,8,False,False,False,False,False,False,False,False
847,2011,Transformers: Dark of the Moon,1,7,False,False,False,False,False,False,False,False
848,2010,Winter's Bone,0,18,False,False,False,False,False,False,False,False
849,2010,True Grit,8,53,False,False,False,False,False,False,False,False
850,2010,Remember Me,0,0,False,False,False,False,False,False,False,False
851,2013,Star Trek Into Darkness,0,11,False,False,False,False,False,False,False,False
852,2011,No Strings Attached,0,0,False,False,False,False,False,False,False,False
853,2011,In Darkness,0,1,False,False,False,False,False,False,False,False
854,2010,Barney's Version,1,3,False,False,False,False,False,False,False,False
855,2010,Predators,0,0,False,False,False,False,False,False,False,False
856,2013,Hansel & Gretel: Witch Hunters,0,1,False,False,False,False,False,False,False,False
857,2012,The Pirates! Band of Misfits,0,0,False,False,False,False,False,False,False,False
858,2016,Deadpool,4,15,False,False,False,False,False,False,False,False
859,2010,Another Year,1,11,False,False,False,False,False,False,False,False
860,2011,Rio,0,2,False,False,False,False,False,False,False,False
861,2012,Battleship,0,0,False,False,False,False,False,False,False,False
862,2013,Under the Skin,3,17,False,False,False,False,False,False,False,False
863,2011,Footnote,0,1,False,False,False,False,False,False,False,False
864,2012,Prometheus,0,4,False,False,False,False,False,False,False,False
865,2011,The Help,13,44,False,False,False,False,False,True,False,False
866,2013,Gravity,49,72,False,True,False,False,False,False,False,False
867,2013,The Conjuring,1,4,False,False,False,False,False,False,False,False
868,2013,The Grandmaster,1,4,False,False,False,False,False,False,False,False
869,2011,I Am Number Four,0,1,False,False,False,False,False,False,False,False
870,2011,Bridesmaids,4,24,False,False,False,False,False,False,False,False
871,2013,Oblivion,0,1,False,False,False,False,False,False,False,False
872,2017,The Greatest Showman,1,6,False,False,False,False,False,False,False,False
873,2011,The Change-Up,0,0,False,False,False,False,False,False,False,False
874,2014,The Lego Movie,13,21,False,False,False,False,False,False,False,False
875,2012,Underworld: Awakening,0,0,False,False,False,False,False,False,False,False
876,2011,Horrible Bosses,0,1,False,False,False,False,False,False,False,False
877,2010,The King's Speech,26,73,True,True,True,False,False,False,False,True
878,2011,Sherlock Holmes: A Game of Shadows,0,0,False,False,False,False,False,False,False,False
879,2011,Anonymous,0,2,False,False,False,False,False,False,False,False
880,2014,Exodus: Gods and Kings,0,0,False,False,False,False,False,False,False,False
881,2015,Daddy's Home,0,0,False,False,False,False,False,False,False,False
882,2010,Beginners,9,11,False,False,False,False,True,False,False,False
883,2013,Elysium,0,1,False,False,False,False,False,False,False,False
884,2013,Captain Phillips,5,49,False,False,False,False,False,False,False,False
885,2011,W.E.,2,3,False,False,False,False,False,False,False,False
886,2013,The Mortal Instruments: City of Bones,0,0,False,False,False,False,False,False,False,False
887,2010,127 Hours,2,44,False,False,False,False,False,False,False,False
888,2011,Another Earth,0,0,False,False,False,False,False,False,False,False
889,2011,A Better Life,0,1,False,False,False,False,False,False,False,False
890,2010,Country Strong,0,2,False,False,False,False,False,False,False,False
891,2013,Beautiful Creatures,0,1,False,False,False,False,False,False,False,False
892,2012,The Master,15,58,False,False,False,False,False,False,False,False
893,2011,One Day,0,0,False,False,False,False,False,False,False,False
894,2011,Just Go with It,0,0,False,False,False,False,False,False,False,False
895,2011,The Girl with the Dragon Tattoo,4,23,False,False,False,False,False,False,False,False
896,2011,War Horse,1,23,False,False,False,False,False,False,False,False
897,2011,"Crazy, Stupid, Love.",0,4,False,False,False,False,False,False,False,False
898,2014,Maleficent,3,8,False,False,False,False,False,False,False,False
899,2013,Warm Bodies,0,0,False,False,False,False,False,False,False,False
900,2010,Insidious,0,0,False,False,False,False,False,False,False,False
901,2011,Fast Five,0,2,False,False,False,False,False,False,False,False
902,2012,This Means War,0,0,False,False,False,False,False,False,False,False
903,2015,The Big Short,10,32,False,False,False,False,False,False,True,False
904,2014,The Drop,0,1,False,False,False,False,False,False,False,False
905,2011,Albert Nobbs,0,12,False,False,False,False,False,False,False,False
906,2012,Amour,14,30,False,False,False,False,False,False,False,False
907,2011,Midnight in Paris,6,20,False,False,False,False,False,False,False,True
908,2012,The Vow,0,2,False,False,False,False,False,False,False,False
909,2012,Kon-Tiki,0,1,False,False,False,False,False,False,False,False
910,2012,Savages,0,0,False,False,False,False,False,False,False,False
911,2011,Margin Call,1,3,False,False,False,False,False,False,False,False
912,2015,Jupiter Ascending,0,1,False,False,False,False,False,False,False,False
913,2016,Jackie,9,37,False,False,False,False,False,False,False,False
914,2012,ParaNorman,2,9,False,False,False,False,False,False,False,False
915,2014,Edge of Tomorrow,1,9,False,False,False,False,False,False,False,False
916,2011,Friends with Benefits,0,1,False,False,False,False,False,False,False,False
917,2012,Project X,0,0,False,False,False,False,False,False,False,False
918,2011,In Time,0,0,False,False,False,False,False,False,False,False
919,2012,Ted,2,8,False,False,False,False,False,False,False,False
920,2015,The Man from U.N.C.L.E.,0,0,False,False,False,False,False,False,False,False
921,2014,How to Train Your Dragon 2,2,12,False,False,False,False,False,False,False,False
922,2012,The Impossible,2,12,False,False,False,False,False,False,False,False
923,2011,Super 8,1,8,False,False,False,False,False,False,False,False
924,2013,Kick-Ass 2,0,0,False,False,False,False,False,False,False,False
925,2011,My Week with Marilyn,4,29,False,False,False,False,False,False,False,False
926,2015,The Age of Adaline,0,1,False,False,False,False,False,False,False,False
927,2011,The Artist,33,72,True,True,True,False,False,False,False,False
928,2012,The Perks of Being a Wallflower,3,12,False,False,False,False,False,False,False,False
929,2015,Cinderella,2,8,False,False,False,False,False,False,False,False
930,2015,The Revenant,19,53,False,True,True,False,False,False,False,False
931,2013,Pacific Rim,1,8,False,False,False,False,False,False,False,False
932,2012,Mirror Mirror,1,3,False,False,False,False,False,False,False,False
933,2013,Now You See Me,1,1,False,False,False,False,False,False,False,False
934,2012,The Twilight Saga: Breaking Dawn - Part 2,1,3,False,False,False,False,False,False,False,False
935,2010,A Cat in Paris,0,0,False,False,False,False,False,False,False,False
936,2016,Trolls,1,7,False,False,False,False,False,False,False,False
937,2014,Vampire Academy,0,0,False,False,False,False,False,False,False,False
938,2013,Despicable Me 2,2,12,False,False,False,False,False,False,False,False
939,2013,The Invisible Woman,0,1,False,False,False,False,False,False,False,False
940,2013,Snowpiercer,0,10,False,False,False,False,False,False,False,False
941,2012,Les Misérables,21,63,False,False,False,False,False,True,False,False
942,2013,We're the Millers,0,2,False,False,False,False,False,False,False,False
943,2013,Ender's Game,0,1,False,False,False,False,False,False,False,False
944,2012,Snow White and the Huntsman,0,5,False,False,False,False,False,False,False,False
945,2015,Secret in Their Eyes,0,0,False,False,False,False,False,False,False,False
946,2012,Moonrise Kingdom,4,35,False,False,False,False,False,False,False,False
947,2011,Like Crazy,2,3,False,False,False,False,False,False,False,False
948,2012,This Is 40,1,4,False,False,False,False,False,False,False,False
949,2012,The First Time,0,0,False,False,False,False,False,False,False,False
950,2012,Wreck-It Ralph,4,12,False,False,False,False,False,False,False,False
951,2012,Anna Karenina,8,16,False,False,False,False,False,False,False,False
952,2014,The Maze Runner,0,1,False,False,False,False,False,False,False,False
953,2012,Zero Dark Thirty,15,55,False,False,False,False,False,False,False,False
954,2014,Inherent Vice,3,21,False,False,False,False,False,False,False,False
955,2015,Southpaw,0,0,False,False,False,False,False,False,False,False
956,2013,Her,14,43,False,False,False,False,False,False,False,True
957,2013,American Hustle,20,67,False,False,False,False,False,False,False,False
958,2014,Unbroken,1,7,False,False,False,False,False,False,False,False
959,2012,Ernest & Celestine,1,2,False,False,False,False,False,False,False,False
960,2012,The Place Beyond the Pines,0,0,False,False,False,False,False,False,False,False
961,2012,War Witch,0,0,False,False,False,False,False,False,False,False
962,2013,Nebraska,3,43,False,False,False,False,False,False,False,False
963,2011,Bullhead,0,0,False,False,False,False,False,False,False,False
964,2011,A Separation,11,17,False,False,False,False,False,False,False,False
965,2014,Divergent,2,3,False,False,False,False,False,False,False,False
966,2014,Captain America: The Winter Soldier,0,7,False,False,False,False,False,False,False,False
967,2012,Django Unchained,7,27,False,False,False,False,True,False,False,True
968,2013,Percy Jackson: Sea of Monsters,0,1,False,False,False,False,False,False,False,False
969,2012,End of Watch,0,1,False,False,False,False,False,False,False,False
970,2012,Resident Evil: Retribution,0,0,False,False,False,False,False,False,False,False
971,2017,Blade Runner 2049,11,31,False,False,False,False,False,False,False,False
972,2016,Deepwater Horizon,0,2,False,False,False,False,False,False,False,False
973,2014,Song of the Sea,0,0,False,False,False,False,False,False,False,False
974,2012,The Sessions,1,12,False,False,False,False,False,False,False,False
975,2014,The Amazing Spider-Man 2,0,2,False,False,False,False,False,False,False,False
976,2014,The Judge,1,4,False,False,False,False,False,False,False,False
977,2014,X-Men: Days of Future Past,2,8,False,False,False,False,False,False,False,False
978,2015,Spotlight,19,51,True,False,False,False,False,False,False,True
979,2013,Fast & Furious 6,0,3,False,False,False,False,False,False,False,False
980,2012,Flight,0,7,False,False,False,False,False,False,False,False
981,2012,Magic Mike,1,3,False,False,False,False,False,False,False,False
982,2012,Mud,0,4,False,False,False,False,False,False,False,False
983,2016,Miss Peregrine's Home for Peculiar Children,0,1,False,False,False,False,False,False,False,False
984,2013,The Hunger Games: Catching Fire,3,11,False,False,False,False,False,False,False,False
985,2014,The Hunger Games: Mockingjay - Part 1,0,5,False,False,False,False,False,False,False,False
986,2015,The Hunger Games: Mockingjay - Part 2,0,2,False,False,False,False,False,False,False,False
987,2014,Sex Tape,0,0,False,False,False,False,False,False,False,False
988,2013,Rush,2,18,False,False,False,False,False,False,False,False
989,2013,Begin Again,0,4,False,False,False,False,False,False,False,False
990,2013,Thor: The Dark World,0,1,False,False,False,False,False,False,False,False
991,2012,Pitch Perfect,0,4,False,False,False,False,False,False,False,False
992,2013,Alone Yet Not Alone,0,0,False,False,False,False,False,False,False,False
993,2011,Monsieur Lazhar,0,0,False,False,False,False,False,False,False,False
994,2013,The Wind Rises,3,13,False,False,False,False,False,False,False,False
995,2014,Guardians of the Galaxy,12,23,False,False,False,False,False,False,False,False
996,2013,All Is Lost,2,6,False,False,False,False,False,False,False,False
997,2012,The Broken Circle Breakdown,0,1,False,False,False,False,False,False,False,False
998,2013,12 Years a Slave,35,100,True,False,False,False,False,True,True,False
999,2016,The Great Wall,0,0,False,False,False,False,False,False,False,False
1000,2013,Inside Llewyn Davis,6,38,False,False,False,False,False,False,False,False
1001,2015,Point Break,0,0,False,False,False,False,False,False,False,False
1002,2012,False,0,0,False,False,False,False,False,False,False,False
1003,2015,Steve Jobs,7,33,False,False,False,False,False,False,False,False
1004,2014,The Imitation Game,6,45,False,False,False,False,False,False,True,False
1005,2016,Assassin's Creed,0,0,False,False,False,False,False,False,False,False
1006,2015,Inside Out,14,34,False,False,False,False,False,False,False,False
1007,2012,Spring Breakers,1,3,False,False,False,False,False,False,False,False
1008,2014,Dawn of the Planet of the Apes,2,8,False,False,False,False,False,False,False,False
1009,2012,The Hunt,0,7,False,False,False,False,False,False,False,False
1010,2014,Transformers: Age of Extinction,1,1,False,False,False,False,False,False,False,False
1011,2013,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,0,0,False,False,False,False,False,False,False,False
1012,2016,Hacksaw Ridge,7,32,False,False,False,False,False,False,False,False
1013,2012,Beasts of the Southern Wild,8,25,False,False,False,False,False,False,False,False
1014,2013,Saving Mr. Banks,0,22,False,False,False,False,False,False,False,False
1015,2016,The Accountant,0,0,False,False,False,False,False,False,False,False
1016,2014,American Sniper,5,18,False,False,False,False,False,False,False,False
1017,2014,Into the Woods,1,22,False,False,False,False,False,False,False,False
1018,2013,The Purge,0,0,False,False,False,False,False,False,False,False
1019,2013,Grown Ups 2,0,1,False,False,False,False,False,False,False,False
1020,2014,The Other Woman,0,1,False,False,False,False,False,False,False,False
1021,2013,Before Midnight,2,12,False,False,False,False,False,False,False,False
1022,2014,Big Hero 6,0,10,False,False,False,False,False,False,False,False
1023,2014,Gone Girl,14,39,False,False,False,False,False,False,False,False
1024,2014,The Grand Budapest Hotel,25,73,False,False,False,False,False,False,False,False
1025,2015,Love the Coopers,0,0,False,False,False,False,False,False,False,False
1026,2013,Frozen,12,22,False,False,False,False,False,False,False,False
1027,2013,Olympus Has Fallen,0,0,False,False,False,False,False,False,False,False
1028,2013,Mandela: Long Walk to Freedom,1,7,False,False,False,False,False,False,False,False
1029,2014,Wild,1,12,False,False,False,False,False,False,False,False
1030,2014,The Hobbit: The Battle of the Five Armies,0,12,False,False,False,False,False,False,False,False
1031,2015,Fifty Shades of Grey,0,3,False,False,False,False,False,False,False,False
1032,2014,The Expendables 3,0,0,False,False,False,False,False,False,False,False
1033,2013,Blue Jasmine,12,27,False,False,False,True,False,False,False,False
1034,2013,White House Down,0,1,False,False,False,False,False,False,False,False
1035,2013,The Great Beauty,2,11,False,False,False,False,False,False,False,False
1036,2016,Live by Night,0,1,False,False,False,False,False,False,False,False
1037,2015,The Intern,0,1,False,False,False,False,False,False,False,False
1038,2015,Spectre,1,7,False,False,False,False,False,False,False,False
1039,2017,Coco,14,19,False,False,False,False,False,False,False,False
1040,2015,Brooklyn,4,37,False,False,False,False,False,False,False,False
1041,2015,Mission: Impossible - Rogue Nation,0,8,False,False,False,False,False,False,False,False
1042,2015,Focus,0,0,False,False,False,False,False,False,False,False
1043,2016,Keeping Up with the Joneses,0,0,False,False,False,False,False,False,False,False
1044,2015,Avengers: Age of Ultron,0,1,False,False,False,False,False,False,False,False
1045,2017,Mudbound,3,19,False,False,False,False,False,False,False,False
1046,2015,The Invitation,0,0,False,False,False,False,False,False,False,False
1047,2015,Anomalisa,3,16,False,False,False,False,False,False,False,False
1048,2014,The November Man,0,0,False,False,False,False,False,False,False,False
1049,2015,Carol,12,69,False,False,False,False,False,False,False,False
1050,2013,The Green Inferno,0,0,False,False,False,False,False,False,False,False
1051,2013,The Family,0,0,False,False,False,False,False,False,False,False
1052,2016,The Magnificent Seven,0,0,False,False,False,False,False,False,False,False
1053,2013,Philomena,2,21,False,False,False,False,False,False,False,False
1054,2015,Joy,1,9,False,False,False,False,False,False,False,False
1055,2014,Mr. Turner,2,20,False,False,False,False,False,False,False,False
1056,2015,Star Wars: The Force Awakens,3,23,False,False,False,False,False,False,False,False
1057,2015,Burnt,0,0,False,False,False,False,False,False,False,False
1058,2017,Star Wars: The Last Jedi,0,11,False,False,False,False,False,False,False,False
1059,2016,Arrival,6,59,False,False,False,False,False,False,False,False
1060,2017,Wonder,0,6,False,False,False,False,False,False,False,False
1061,2016,The Light Between Oceans,0,0,False,False,False,False,False,False,False,False
1062,2014,A Million Ways to Die in the West,0,0,False,False,False,False,False,False,False,False
1063,2014,Birdman or (The Unexpected Virtue of Ignorance),37,87,True,True,False,False,False,False,False,True
1064,2013,The Tale of the Princess Kaguya,2,8,False,False,False,False,False,False,False,False
1065,2016,Hell or High Water,1,30,False,False,False,False,False,False,False,False
1066,2014,Whiplash,13,34,False,False,False,False,True,False,False,False
1067,2014,The Fault in Our Stars,2,4,False,False,False,False,False,False,False,False
1068,2016,Star Trek Beyond,0,2,False,False,False,False,False,False,False,False
1069,2016,Fences,7,27,False,False,False,False,False,True,False,False
1070,2013,Locke,1,2,False,False,False,False,False,False,False,False
1071,2016,The Secret Life of Pets,0,3,False,False,False,False,False,False,False,False
1072,2014,Fury,1,5,False,False,False,False,False,False,False,False
1073,2013,Ida,4,17,False,False,False,False,False,False,False,False
1074,2015,Everest,0,1,False,False,False,False,False,False,False,False
1075,2014,"Two Days, One Night",0,0,False,False,False,False,False,False,False,False
1076,2017,Beauty and the Beast,2,10,False,False,False,False,False,False,False,False
1077,2014,The Interview,0,0,False,False,False,False,False,False,False,False
1078,2014,Kingsman: The Secret Service,0,2,False,False,False,False,False,False,False,False
1079,2014,Leviathan,2,7,False,False,False,False,False,False,False,False
1080,2015,Furious 7,7,11,False,False,False,False,False,False,False,False
1081,2015,Pitch Perfect 2,1,2,False,False,False,False,False,False,False,False
1082,2013,Omar,0,0,False,False,False,False,False,False,False,False
1083,2014,Nightcrawler,5,37,False,False,False,False,False,False,False,False
1084,2015,Shaun the Sheep Movie,0,11,False,False,False,False,False,False,False,False
1085,2014,Chef,0,1,False,False,False,False,False,False,False,False
1086,2014,John Wick,0,0,False,False,False,False,False,False,False,False
1087,2014,A Most Violent Year,1,9,False,False,False,False,False,False,False,False
1088,2016,Zootopia,5,16,False,False,False,False,False,False,False,False
1089,2016,Batman v Superman: Dawn of Justice,0,2,False,False,False,False,False,False,False,False
1090,2014,The Theory of Everything,7,37,False,False,True,False,False,False,False,False
1091,2013,Tangerines,0,1,False,False,False,False,False,False,False,False
1092,2014,Wild Tales,1,2,False,False,False,False,False,False,False,False
1093,2016,The Jungle Book,4,12,False,False,False,False,False,False,False,False
1094,2016,Inferno,0,0,False,False,False,False,False,False,False,False
1095,2013,Bad Grandpa,0,0,False,False,False,False,False,False,False,False
1096,2015,Hardcore Henry,0,0,False,False,False,False,False,False,False,False
1097,2015,Creed,4,12,False,False,False,False,False,False,False,False
1098,2015,Spy,1,7,False,False,False,False,False,False,False,False
1099,2016,Monster Trucks,0,0,False,False,False,False,False,False,False,False
1100,2014,Beyond the Lights,0,0,False,False,False,False,False,False,False,False
1101,2015,Room,13,35,False,False,False,True,False,False,False,False
1102,2014,Theeb,1,2,False,False,False,False,False,False,False,False
1103,2013,Boy and the World,0,0,False,False,False,False,False,False,False,False
1104,2016,Fantastic Beasts and Where to Find Them,2,13,False,False,False,False,False,False,False,False
1105,2015,Trumbo,0,13,False,False,False,False,False,False,False,False
1106,2014,It Follows,0,3,False,False,False,False,False,False,False,False
1107,2016,Sully,1,7,False,False,False,False,False,False,False,False
1108,2016,The Autopsy of Jane Doe,0,0,False,False,False,False,False,False,False,False
1109,2015,Youth,1,7,False,False,False,False,False,False,False,False
1110,2017,Logan,1,15,False,False,False,False,False,False,False,False
1111,2014,Still Alice,7,9,False,False,False,True,False,False,False,False
1112,2016,Jack Reacher: Never Go Back,0,0,False,False,False,False,False,False,False,False
1113,2015,Sicario,1,32,False,False,False,False,False,False,False,False
1114,2014,When Marnie Was There,0,1,False,False,False,False,False,False,False,False
1115,2014,Timbuktu,2,3,False,False,False,False,False,False,False,False
1116,2016,A Monster Calls,0,7,False,False,False,False,False,False,False,False
1117,2014,What We Do in the Shadows,2,2,False,False,False,False,False,False,False,False
1118,2017,War for the Planet of the Apes,4,8,False,False,False,False,False,False,False,False
1119,2015,The Hateful Eight,8,25,False,False,False,False,False,False,False,False
1120,2016,The Lobster,2,13,False,False,False,False,False,False,False,False
1121,2016,Sing,0,3,False,False,False,False,False,False,False,False
1122,2016,Captain America: Civil War,0,6,False,False,False,False,False,False,False,False
1123,2017,The Disaster Artist,3,17,False,False,False,False,False,False,False,False
1124,2016,Moana,0,11,False,False,False,False,False,False,False,False
1125,2015,45 Years,5,11,False,False,False,False,False,False,False,False
1126,2016,Captain Fantastic,0,6,False,False,False,False,False,False,False,False
1127,2015,The Visit,0,1,False,False,False,False,False,False,False,False
1128,2015,Legend,1,2,False,False,False,False,False,False,False,False
1129,2015,Knock Knock,0,0,False,False,False,False,False,False,False,False
1130,2016,The Girl on the Train,1,4,False,False,False,False,False,False,False,False
1131,2016,Allied,0,2,False,False,False,False,False,False,False,False
1132,2015,The Martian,7,47,False,False,False,False,False,False,False,False
1133,2015,Bridge of Spies,6,33,False,False,False,False,True,False,False,False
1134,2016,Elle,7,15,False,False,False,False,False,False,False,False
1135,2016,Underworld: Blood Wars,0,0,False,False,False,False,False,False,False,False
1136,2017,Kong: Skull Island,0,0,False,False,False,False,False,False,False,False
1137,2016,Lion,5,30,False,False,False,False,False,False,False,False
1138,2016,Rogue One: A Star Wars Story,0,6,False,False,False,False,False,False,False,False
1139,2016,La La Land,40,89,False,True,False,True,False,False,False,False
1140,2015,Son of Saul,9,16,False,False,False,False,False,False,False,False
1141,2015,A War,0,0,False,False,False,False,False,False,False,False
1142,2015,Land of Mine,0,0,False,False,False,False,False,False,False,False
1143,2017,Baby Driver,3,11,False,False,False,False,False,False,False,False
1144,2017,Guardians of the Galaxy Vol. 2,1,2,False,False,False,False,False,False,False,False
1145,2015,Mustang,0,7,False,False,False,False,False,False,False,False
1146,2016,Manchester by the Sea,18,71,False,False,True,False,False,False,False,True
1147,2015,Green Room,0,0,False,False,False,False,False,False,False,False
1148,2015,A Man Called Ove,0,0,False,False,False,False,False,False,False,False
1149,2016,Florence Foster Jenkins,3,17,False,False,False,False,False,False,False,False
1150,2016,13 Hours,0,0,False,False,False,False,False,False,False,False
1151,2017,Molly's Game,0,12,False,False,False,False,False,False,False,False
1152,2015,Tanna,0,0,False,False,False,False,False,False,False,False
1153,2015,The Witch,2,7,False,False,False,False,False,False,False,False
1154,2015,Embrace of the Serpent,0,0,False,False,False,False,False,False,False,False
1155,2016,Kubo and the Two Strings,3,10,False,False,False,False,False,False,False,False
1156,2016,20th Century Women,0,10,False,False,False,False,False,False,False,False
1157,2016,Why Him?,0,0,False,False,False,False,False,False,False,False
1158,2016,The Girl with All the Gifts,1,4,False,False,False,False,False,False,False,False
1159,2016,Nocturnal Animals,2,40,False,False,False,False,False,False,False,False
1160,2017,Darkest Hour,10,24,False,False,False,False,False,False,False,False
1161,2016,Patriots Day,0,0,False,False,False,False,False,False,False,False
1162,2016,Loving,0,14,False,False,False,False,False,False,False,False
1163,2016,Collateral Beauty,1,2,False,False,False,False,False,False,False,False
1164,2016,Hidden Figures,3,23,False,False,False,False,False,False,False,False
1165,2017,Lady Bird,11,51,False,False,False,False,False,False,False,False
1166,2016,Split,0,1,False,False,False,False,False,False,False,False
1167,2016,Moonlight,24,79,True,False,False,False,True,False,True,False
1168,2017,Dunkirk,9,43,False,False,False,False,False,False,False,False
1169,2017,"Three Billboards Outside Ebbing, Missouri",22,57,False,False,False,False,False,False,False,False
1170,2017,Get Out,17,46,False,False,False,False,False,False,False,False
1171,2016,Jim: The James Foley Story,0,0,False,False,False,False,False,False,False,False
1172,2017,All the Money in the World,0,4,False,False,False,False,False,False,False,False
1173,2017,Marshall,1,2,False,False,False,False,False,False,False,False
1174,2017,The Big Sick,3,21,False,False,False,False,False,False,False,False
1175,2017,"I, Tonya",10,36,False,False,False,False,False,False,False,False
1176,2017,The Shape of Water,22,81,False,False,False,False,False,False,False,False
1177,2017,The Florida Project,8,23,False,False,False,False,False,False,False,False
1178,2017,Call Me by Your Name,15,55,False,False,False,False,False,False,False,False
1179,2017,Phantom Thread,9,30,False,False,False,False,False,False,False,False
1180,2017,Victoria & Abdul,1,5,False,False,False,False,False,False,False,False
1181,2017,"Roman J. Israel, Esq.",0,2,False,False,False,False,False,False,False,False
1182,2017,The Post,0,22,False,False,False,False,False,False,False,False
